s_lat,s_lon,s_country_id,s_country,e_lat,e_lon,e_country,e_vol,total,48Percentage
37,104,4,China,36,128,Rep. of Korea,,497764036,45.94%
37,104,4,China,62,97,Russian Federation,,206605642,53.93%
37,104,4,China,24,45,Saudi Arabia,,419367555,59.12%
37,104,4,China,1,104,Singapore,,677661017,74.25%
37,104,4,China,-29,25,South Africa,,149918642,64.38%
37,104,4,China,40,-4,Spain,,136764983,39.28%
37,104,4,China,15,101,Thailand,,365091224,61.83%
37,104,4,China,39,35,Turkey,,334702848,85.40%
37,104,4,China,24,54,United Arab Emirates,,293984469,42.48%
37,104,4,China,54,-3,United Kingdom,,572940942,32.48%
37,104,4,China,46,-112,USA,,2574098583,32.78%
37,104,4,China,17,106,Viet Nam,,700012602,67.11%
64,26,5,Finland,28,3,Algeria,,23200275,17.84%
64,26,5,Finland,-26,134,Australia,,79596275,78.05%
64,26,5,Finland,48,14,Austria,,33188292,44.73%
64,26,5,Finland,51,5,Belgium,,573769080,88.89%
64,26,5,Finland,37,104,China,,73360011,7.95%
64,26,5,Finland,56,10,Denmark,,67090021,47.01%
64,26,5,Finland,26,30,Egypt,,44455221,15.69%
64,26,5,Finland,59,26,Estonia,,67344238,42.44%
64,26,5,Finland,46,3,France,,186577916,45.09%
64,26,5,Finland,51,10,Germany,,1370894323,69.25%
64,26,5,Finland,23,80,India,,68489037,81.60%
64,26,5,Finland,31,35,Israel,,19153725,17.07%
64,26,5,Finland,43,12,Italy,,208068829,44.10%
64,26,5,Finland,38,138,Japan,,137165154,26.19%
64,26,5,Finland,24,-103,Mexico,,84172081,99.41%
64,26,5,Finland,30,-8,Morocco,,39492876,43.36%
64,26,5,Finland,52,5,Netherlands,,109174935,37.92%
64,26,5,Finland,69,15,Norway,,40068268,29.22%
64,26,5,Finland,52,19,Poland,,293784842,69.82%
64,26,5,Finland,36,128,Rep. of Korea,,42623327,45.62%
64,26,5,Finland,62,97,Russian Federation,,413466002,91.27%
64,26,5,Finland,24,45,Saudi Arabia,,49768377,39.26%
64,26,5,Finland,40,-4,Spain,,324299667,74.32%
64,26,5,Finland,63,17,Sweden,,316062441,52.77%
64,26,5,Finland,39,35,Turkey,,192183045,63.00%
64,26,5,Finland,54,-3,United Kingdom,,698185670,67.98%
64,26,5,Finland,46,-112,USA,,696423778,96.28%
46,3,6,France,28,3,Algeria,,120005737,75.69%
46,3,6,France,-26,134,Australia,,32328579,40.23%
46,3,6,France,48,14,Austria,,71362818,68.44%
46,3,6,France,51,5,Belgium,,547236340,39.45%
46,3,6,France,61,-98,Canada,,42795063,28.46%
46,3,6,France,37,104,China,,83974778,33.74%
46,3,6,France,50,15,Czechia,,58866708,69.43%
46,3,6,France,51,10,Germany,,1178042182,63.13%
46,3,6,France,23,80,India,,62344608,75.02%
46,3,6,France,43,12,Italy,,554183481,52.22%
46,3,6,France,38,138,Japan,,22846962,41.81%
46,3,6,France,50,6,Luxembourg,,79618585,62.48%
46,3,6,France,30,-8,Morocco,,39194339,39.03%
46,3,6,France,52,5,Netherlands,,320223654,60.60%
46,3,6,France,52,19,Poland,,219538232,86.95%
46,3,6,France,40,-9,Portugal,,67216117,46.25%
46,3,6,France,36,128,Rep. of Korea,,36335772,64.76%
46,3,6,France,62,97,Russian Federation,,46633788,68.44%
46,3,6,France,40,-4,Spain,,675045254,52.46%
46,3,6,France,63,17,Sweden,,39719128,59.56%
46,3,6,France,47,8,Switzerland,,179534848,33.54%
46,3,6,France,34,10,Tunisia,,33851254,37.67%
46,3,6,France,39,35,Turkey,,50712217,70.02%
46,3,6,France,54,-3,United Kingdom,,601911715,72.21%
46,3,6,France,46,-112,USA,,234927717,44.13%
51,10,7,Germany,48,14,Austria,,1194624695,36.42%
51,10,7,Germany,51,5,Belgium,,1150880482,65.73%
51,10,7,Germany,61,-98,Canada,,80240899,43.04%
51,10,7,Germany,37,104,China,,223937569,32.21%
51,10,7,Germany,50,15,Czechia,,734233344,56.03%
51,10,7,Germany,56,10,Denmark,,360845570,43.54%
51,10,7,Germany,64,26,Finland,,105408500,57.05%
51,10,7,Germany,46,3,France,,2153920409,60.84%
51,10,7,Germany,47,19,Hungary,,255221306,66.13%
51,10,7,Germany,23,80,India,,116965984,54.64%
51,10,7,Germany,43,12,Italy,,1250068752,64.35%
51,10,7,Germany,38,138,Japan,,79276965,36.85%
51,10,7,Germany,50,6,Luxembourg,,73006554,30.25%
51,10,7,Germany,24,-103,Mexico,,152617619,73.73%
51,10,7,Germany,52,5,Netherlands,,1845372178,61.81%
51,10,7,Germany,69,15,Norway,,86746661,45.47%
51,10,7,Germany,52,19,Poland,,1845342218,68.53%
51,10,7,Germany,46,25,Romania,,205876484,64.65%
51,10,7,Germany,62,97,Russian Federation,,429120140,79.88%
51,10,7,Germany,24,45,Saudi Arabia,,97748903,54.37%
51,10,7,Germany,49,19,Slovakia,,143081629,58.34%
51,10,7,Germany,46,15,Slovenia,,91353798,51.92%
51,10,7,Germany,-29,25,South Africa,,148349947,79.47%
51,10,7,Germany,40,-4,Spain,,629943159,65.35%
51,10,7,Germany,63,17,Sweden,,360915050,57.97%
51,10,7,Germany,47,8,Switzerland,,833389821,34.65%
51,10,7,Germany,39,35,Turkey,,377633565,82.32%
51,10,7,Germany,49,31,Ukraine,,135002527,79.58%
51,10,7,Germany,54,-3,United Kingdom,,1426312062,63.98%
51,10,7,Germany,46,-112,USA,,777368453,64.74%
43,12,8,Italy,-26,134,Australia,,60467274,74.00%
43,12,8,Italy,48,14,Austria,,176835631,53.12%
43,12,8,Italy,51,5,Belgium,,160804878,72.35%
43,12,8,Italy,43,25,Bulgaria,,45354274,80.62%
43,12,8,Italy,37,104,China,,76387992,26.85%
43,12,8,Italy,45,16,Croatia,,73358842,72.95%
43,12,8,Italy,50,15,Czechia,,90747560,70.52%
43,12,8,Italy,26,30,Egypt,,71530726,82.97%
43,12,8,Italy,46,3,France,,1146393814,65.84%
43,12,8,Italy,51,10,Germany,,952818271,67.62%
43,12,8,Italy,39,23,Greece,,140796398,81.78%
43,12,8,Italy,47,19,Hungary,,80650721,73.01%
43,12,8,Italy,23,80,India,,127392035,87.14%
43,12,8,Italy,31,35,Israel,,45717118,54.02%
43,12,8,Italy,24,-103,Mexico,,55765562,79.83%
43,12,8,Italy,30,-8,Morocco,,45235092,66.34%
43,12,8,Italy,52,5,Netherlands,,166019462,65.89%
43,12,8,Italy,52,19,Poland,,243112404,81.09%
43,12,8,Italy,40,-9,Portugal,,78826951,77.80%
43,12,8,Italy,46,25,Romania,,116463502,71.67%
43,12,8,Italy,62,97,Russian Federation,,74306661,51.68%
43,12,8,Italy,24,45,Saudi Arabia,,40122236,69.86%
43,12,8,Italy,46,15,Slovenia,,93483505,58.00%
43,12,8,Italy,40,-4,Spain,,519254132,78.61%
43,12,8,Italy,63,17,Sweden,,31770373,54.90%
43,12,8,Italy,47,8,Switzerland,,258697287,51.38%
43,12,8,Italy,34,10,Tunisia,,65237103,69.58%
43,12,8,Italy,39,35,Turkey,,157554737,81.88%
43,12,8,Italy,24,54,United Arab Emirates,,53997777,61.80%
43,12,8,Italy,54,-3,United Kingdom,,393073559,59.58%
43,12,8,Italy,46,-112,USA,,173075011,42.34%
63,17,9,Sweden,28,3,Algeria,,13859339,9.54%
63,17,9,Sweden,48,14,Austria,,129926873,52.10%
63,17,9,Sweden,51,5,Belgium,,179799537,68.91%
63,17,9,Sweden,37,104,China,,292225804,49.54%
63,17,9,Sweden,50,15,Czechia,,72858794,84.91%
63,17,9,Sweden,56,10,Denmark,,413824701,50.10%
63,17,9,Sweden,26,30,Egypt,,52698862,21.68%
63,17,9,Sweden,64,26,Finland,,204239928,66.41%
63,17,9,Sweden,46,3,France,,323877747,58.96%
63,17,9,Sweden,51,10,Germany,,1672108530,73.02%
63,17,9,Sweden,47,19,Hungary,,74025852,69.31%
63,17,9,Sweden,23,80,India,,94781123,40.77%
63,17,9,Sweden,-2,117,Indonesia,,55529153,46.41%
63,17,9,Sweden,43,12,Italy,,490759310,67.02%
63,17,9,Sweden,38,138,Japan,,45446732,16.34%
63,17,9,Sweden,24,-103,Mexico,,88357861,98.36%
63,17,9,Sweden,30,-8,Morocco,,68922254,46.31%
63,17,9,Sweden,52,5,Netherlands,,521857193,53.49%
63,17,9,Sweden,69,15,Norway,,481692743,37.45%
63,17,9,Sweden,30,69,Pakistan,,78664965,85.02%
63,17,9,Sweden,52,19,Poland,,326936304,65.48%
63,17,9,Sweden,62,97,Russian Federation,,48857862,62.07%
63,17,9,Sweden,24,45,Saudi Arabia,,70803579,50.36%
63,17,9,Sweden,40,-4,Spain,,231445709,61.43%
63,17,9,Sweden,47,8,Switzerland,,53760674,67.91%
63,17,9,Sweden,39,35,Turkey,,160519811,72.11%
63,17,9,Sweden,54,-3,United Kingdom,,692017861,46.38%
63,17,9,Sweden,46,-112,USA,,158727476,59.04%
